id,house,electoral_name,civil_name,party,state,twitter,facebook
178929,câmara,DIEGO GARCIA,DIEGO ALEXSANDER GONCALO PAULA GARCIA,PODE,PR,diegogarciapr,https://www.facebook.com/DiegoGarciaDeputado
160599,câmara,DIMAS FABIANO,DIMAS FABIANO TOLEDO JÚNIOR,PP,MG,depdimasfabiano,https://www.facebook.com/depdimasfabiano.toledo
143632,câmara,DOMINGOS NETO,DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,Domingos_Neto,https://www.facebook.com/DomingosNetoCeara
160758,câmara,DOMINGOS SÁVIO,DOMINGOS SÁVIO CAMPOS RESENDE,PSDB,MG,DomingosSavioMG,https://www.facebook.com/domingossaviomg
204518,câmara,DR. FREDERICO,FREDERICO DE CASTRO ESCALEIRA,PATRI,MG,DrFredericoMG,NA
204481,câmara,DR. JAZIEL,JAZIEL PEREIRA DE SOUSA,PR,CE,NA,https://www.facebook.com/Dr.JazielPereira/
204439,câmara,DR. LEONARDO,LEONARDO RIBEIRO ALBUQUERQUE,SOLIDARIEDADE,MT,DrLeonardomt,NA
204450,câmara,DR. LUIZ ANTONIO TEIXEIRA JR.,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,PP,RJ,drluizantoniojr,NA
204351,câmara,DR. LUIZ OVANDO,LUIZ ALBERTO OVANDO,PSL,MS,NA,https://www.facebook.com/drluizovando/
204412,câmara,DR. ZACHARIAS CALIL,ZACARIAS CALIL HAMU,DEM,GO,NA,NA
81297,câmara,DRA. SORAYA MANATO,SORAYA DE SOUZA MANNATO,PSL,ES,DraManato,NA
204434,câmara,DRA. VANDA MILANI,VANDA DENIR MILANI NOGUEIRA,SOLIDARIEDADE,AC,Vandamilani,NA
178994,câmara,DULCE MIRANDA,DULCE FERREIRA PAGANI MIRANDA,MDB,TO,dulcemiranda_to,https://www.facebook.com/dulcepaganimiranda
204562,câmara,EDILÁZIO JÚNIOR,EDILAZIO GOMES DA SILVA JUNIOR,PSD,MA,DepEdilazioJr,NA
141417,câmara,EDIO LOPES,ÉDIO VIEIRA LOPES,PR,RR,ediolopes,https://www.facebook.com/deputadoediolopes
134812,câmara,EDMILSON RODRIGUES,EDMILSON BRITO RODRIGUES,PSOL,PA,EdmilsonPSOL,https://www.facebook.com/edmilsonpsol
204421,câmara,EDNA HENRIQUE,EDNACE ALVES SILVESTRE HENRIQUE,PSDB,PB,NA,NA
74655,câmara,EDUARDO BARBOSA,EDUARDO LUIZ BARROS BARBOSA,PSDB,MG,eduardobarbosa_,https://www.facebook.com/deputadofederaleduardobarbosa
204541,câmara,EDUARDO BISMARCK,EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,eduardobismarck,NA
92346,câmara,EDUARDO BOLSONARO,EDUARDO NANTES BOLSONARO,PSL,SP,bolsonarosp,https://www.facebook.com/bolsonaro.enb
204552,câmara,EDUARDO BRAIDE,EDUARDO SALIM BRAIDE,PMN,MA,SouEduardo33,NA
204500,câmara,EDUARDO COSTA,JOSE EDUARDO PEREIRA DA COSTA,PTB,PA,dep_eduardo,NA
178977,câmara,EDUARDO CURY,EDUARDO PEDROSA CURY,PSDB,SP,eduardo_cury,https://www.facebook.com/EduardoCuryOficial
141421,câmara,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PP,PE,eduardodafonte,https://www.facebook.com/dududafonte
141422,câmara,EFRAIM FILHO,EFRAIM DE ARAÚJO MORAIS FILHO,DEM,PB,efraimfilho,https://www.facebook.com/efraimfilho
74075,câmara,ELCIONE BARBALHO,ELCIONE THEREZINHA ZAHLUTH BARBALHO,MDB,PA,elcionepmdb,https://www.facebook.com/Dep.ElcioneBarbalho
204364,câmara,ELI BORGES,ELI DIAS BORGES,SOLIDARIEDADE,TO,elidiasborges,NA
160532,câmara,ELI CORRÊA FILHO,ADRIANO ELI CORRÊA,DEM,SP,NA,https://www.facebook.com/EliCorreaFilho
204389,câmara,ELIAS VAZ,ELIAS VAZ DE ANDRADE,PSB,GO,EliasVazGyn,NA
178854,câmara,ELMAR NASCIMENTO,ELMAR JOSE VIEIRA NASCIMENTO,DEM,BA,ElmarNascimento,https://www.facebook.com/elmarnascimento
198783,câmara,EMANUEL PINHEIRO NETO,EMANUEL PINHEIRO DA SILVA PRIMO,PTB,MT,emanuelzinhomt,NA
161550,câmara,EMIDINHO MADEIRA,EMIDIO ALVES MADEIRA JUNIOR,PSB,MG,emidinhomadeira,NA
207309,câmara,ENÉIAS REIS,ENEIAS JOSÉ DOS REIS,PSL,MG,DepEneiasReis,https://www.facebook.com/vereadoreneiasreis/
132504,câmara,ENIO VERRI,ENIO JOSÉ VERRI,PT,PR,enioverri,https://www.facebook.com/enioverri
204537,câmara,ENRICO MISASI,ENRICO VAN BLARCUM DE GRAAFF MISASI,PV,SP,enricomisasi,NA
160575,câmara,ERIKA KOKAY,ÉRIKA JUCÁ KOKAY,PT,DF,erikakokay,https://www.facebook.com/ErikaKokay
160640,câmara,EROS BIONDINI,EROS FERREIRA BIONDINI,PROS,MG,erosbiondini,https://www.facebook.com/erosbiondini
204482,câmara,EUCLYDES PETTERSEN,EUCLYDES MARCOS PETTERSEN NETO,PSC,MG,EuclydesPetter,NA
178871,câmara,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,PP,ES,EvairdeMelo,https://www.facebook.com/evair.vieirademelo
178930,câmara,EVANDRO ROMAN,EVANDRO ROGERIO ROMAN,PSD,PR,roman_evandro,https://www.facebook.com/evandrorogerio.roman
178953,câmara,EXPEDITO NETTO,EXPEDITO GONCALVES FERREIRA NETTO,PSD,RO,netto_expedito,https://www.facebook.com/expedito.netto.1
141428,câmara,FÁBIO FARIA,FÁBIO SALUSTINO MESQUITA DE FARIA,PSD,RN,fabiofaria33,https://www.facebook.com/fabiofaria5555
68720,câmara,FÁBIO HENRIQUE,FABIO HENRIQUE SANTANA DE CARVALHO,PDT,SE,FabioHenriqueSE,NA
178969,câmara,FÁBIO MITIDIERI,FABIO CRUZ MITIDIERI,PSD,SE,depfmitidieri,https://www.facebook.com/depfmitidieri
141427,câmara,FÁBIO RAMALHO,FÁBIO AUGUSTO RAMALHO DOS SANTOS,MDB,MG,_FabinhoRamalho,https://www.facebook.com/deputadofabioramalho4311
171623,câmara,FABIO REIS,FABIO DE ALMEIDA REIS,MDB,SE,fabioreis1515,https://www.facebook.com/fabioreis1515
204368,câmara,FABIO SCHIOCHET,FÁBIO LUIZ SCHIOCHET FILHO,PSL,SC,deputadofabiosc,https://www.facebook.com/FabioSchiochetSC/
160587,câmara,FÁBIO TRAD,FÁBIO RICARDO TRAD,PSD,MS,f_trad,NA
66828,câmara,FAUSTO PINATO,FAUSTO RUY PINATO,PP,SP,faustopinato,https://www.facebook.com/faustopinato
204477,câmara,FELÍCIO LATERÇA,FELÍCIO LATERÇA DE ALMEIDA,PSL,RJ,NA,https://www.facebook.com/feliciolatercarj/
72442,câmara,FELIPE CARRERAS,FELIPE AUGUSTO LYRA CARRERAS,PSB,PE,felipecarreras,NA
204398,câmara,FELIPE FRANCISCHINI,LUIS FELIPE BONATTO FRANCISCHINI,PSL,PR,FFrancischini_,NA
204371,câmara,FELIPE RIGONI,FELIPE RIGONI LOPES,PSB,ES,rigoni_felipe,NA
160666,câmara,FÉLIX MENDONÇA JÚNIOR,FELIX DE ALMEIDA MENDONÇA JÚNIOR,PDT,BA,felixMendoncaJr,https://www.facebook.com/felixjunior1234
204407,câmara,FERNANDA MELCHIONNA,FERNANDA MELCHIONNA E SILVA,PSOL,RS,fernandapsol,NA
141431,câmara,FERNANDO COELHO FILHO,FERNANDO BEZERRA DE SOUZA COELHO FILHO,DEM,PE,FBCFilho,https://www.facebook.com/fernandofilhope
204445,câmara,FERNANDO MINEIRO,FERNANDO WANDERLEY VARGAS DA SILVA,PT,RN,mineiroptrn,https://www.facebook.com/mineiroptrn/
92699,câmara,FERNANDO MONTEIRO,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,PE,fmonteirope,https://www.facebook.com/fernandomonteirope
204427,câmara,FERNANDO RODOLFO,FERNANDO RODOLFO TENORIO DE VASCONCELOS,PR,PE,fernandorodolfo,NA
204411,câmara,FILIPE BARROS,FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,PSL,PR,filipebarrost,NA
204354,câmara,FLÁVIA ARRUDA,FLÁVIA CAROLINA PÉRES,PR,DF,flaviaarrudadf,https://www.facebook.com/FlaviaArrudaDF/
160598,câmara,FLÁVIA MORAIS,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,depflaviamorais,https://www.facebook.com/flavia.morais.714049
141434,câmara,FLAVIANO MELO,FLAVIANO FLÁVIO BAPTISTA DE MELO,MDB,AC,flaviano_melo,https://www.facebook.com/flavianomelo15
191923,câmara,FLAVIO NOGUEIRA,FLÁVIO RODRIGUES NOGUEIRA,PDT,PI,flavionoguera,https://www.facebook.com/flavionogueirapi/
204447,câmara,FLORDELIS,FLORDELIS DOS SANTOS DE SOUZA,PSD,RJ,Flordelismk,NA
204392,câmara,FRANCISCO JR.,FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,franciscojr_go,NA
204510,câmara,FRANCO CARTAFINA,FRANCO CARTAFINA GOMES,PHS,MG,FrancoCartafina,NA
204494,câmara,FRED COSTA,FREDERICO BORGES DA COSTA,PATRI,MG,fredcosta5133,https://www.facebook.com/FredCostaDeputado/
204393,câmara,FREI ANASTACIO RIBEIRO,ANTONIO RIBEIRO,PT,PB,freianastacioal,https://www.facebook.com/freianastaciopt/
115746,câmara,GELSON AZEVEDO,GELSON DE AZEVEDO ALMEIDA,PR,RJ,NA,https://www.facebook.com/pg/gelsonazevedooficial/
160669,câmara,GENECIAS NORONHA,GENECIAS MATEUS NORONHA,SOLIDARIEDADE,CE,depgenecias,https://www.facebook.com/Deputado-Federal-Genecias-Noronha-213910975288105
204473,câmara,GENERAL GIRÃO,ELIÉSER GIRÃO MONTEIRO FILHO,PSL,RN,GeneralGirao,NA
204484,câmara,GENERAL PETERNELLI,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,PSL,SP,GenPeternelli,NA
204527,câmara,GENINHO ZULIANI,EUGENIO JOSÉ ZULIANI,DEM,SP,geninhozuliani,NA
178966,câmara,GEOVANIA DE SÁ,GEOVANIA DE SA RODRIGUES,PSDB,SC,geovaniadesa,https://www.facebook.com/geovaniasarodrigues
74374,câmara,GERALDO RESENDE,GERALDO RESENDE PEREIRA,PSDB,MS,dep_geraldo,https://www.facebook.com/GeraldoResendeMS
204394,câmara,GERVÁSIO MAIA,GERVÁSIO AGRIPINO MAIA,PSB,PB,gervasiomaia,NA
74383,câmara,GIACOBO,FERNANDO LÚCIO GIACOBO,PR,PR,fernandogiacobo,https://www.facebook.com/fernandogiacobo
204575,câmara,GIL CUTRIM,GILLIANO FRED NASCIMENTO CUTRIM,PDT,MA,gilcutrim,NA
204491,câmara,GILBERTO ABRAMO,GILBERTO APARECIDO ABRAMO,PRB,MG,gilbertoabramo,NA
74270,câmara,GILBERTO NASCIMENTO,GILBERTO NASCIMENTO SILVA,PSC,SP,gilbertopsc20,https://www.facebook.com/gilbertonascimento.psc20
204365,câmara,GILSON MARQUES,GILSON MARQUES VIEIRA,NOVO,SC,gilsonmarques30,NA
160673,câmara,GIOVANI CHERINI,GIOVANI CHERINI,PR,RS,giovanicherini,https://www.facebook.com/deputadogiovanicherini
178996,câmara,GIOVANI FELTES,GIOVANI BATISTA FELTES,MDB,RS,GiovaniFeltes,NA
152605,câmara,GLAUBER BRAGA,GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,Glauber_Braga,https://www.facebook.com/glauber.braga1
204419,câmara,GLAUSTIN FOKUS,GLAUSKSTON BATISTA RIOS,PSC,GO,glaustinfokus,NA
107283,câmara,GLEISI HOFFMANN,GLEISI HELENA HOFFMANN,PT,PR,gleisi,NA
74419,câmara,GONZAGA PATRIOTA,LUIZ GONZAGA PATRIOTA,PSB,PE,NA,https://www.facebook.com/DepGonzagaPatriota
198197,câmara,GREYCE ELIAS,GREYCE DE QUEIROZ ELIAS,AVANTE,MG,NA,https://www.facebook.com/greyce.elias/
204513,câmara,GUIGA PEIXOTO,JOSÉ GUILHERME NEGRÃO PEIXOTO,PSL,SP,zeguilherme_10,NA
204531,câmara,GUILHERME DERRITE,GUILHERME MURARO DERRITE,PP,SP,capitaoderrite,https://www.facebook.com/capitaoderrite/
160667,câmara,GUILHERME MUSSI,GUILHERME MUSSI FERREIRA,PP,SP,guilhermemussi,https://www.facebook.com/deputadoguilhermemussi
204442,câmara,GURGEL,JOÃO CARLOS SOARES GURGEL,PSL,RJ,gurgelsoares,https://www.facebook.com/gurgelsoaresrj/
73460,câmara,GUSTAVO FRUET,GUSTAVO BONATO FRUET,PDT,PR,gustavofruet,NA
204408,câmara,GUSTINHO RIBEIRO,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,SOLIDARIEDADE,SE,GustinhoRibeiro,NA
204456,câmara,GUTEMBERG REIS,GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,guth_reis,NA
204465,câmara,HAROLDO CATHEDRAL,HAROLDO ALVES CAMPOS,PSD,RR,NA,https://www.facebook.com/haroldocathedral/
204548,câmara,HEITOR FREIRE,HEITOR RODRIGO PEREIRA FREIRE,PSL,CE,HeitorFreireCE,NA
178964,câmara,HEITOR SCHUCH,HEITOR JOSE SCHUCH,PSB,RS,HeitorSchuch,https://www.facebook.com/heitorschuchoficial
178873,câmara,HELDER SALOMÃO,HELDER IGNACIO SALOMAO,PT,ES,heldersalomao,https://www.facebook.com/helder.salomao.313
204373,câmara,HÉLIO COSTA,HÉLIO FRANCISCO DA COSTA,PRB,SC,HelioCosta,https://www.facebook.com/HelioCostaSC/
178909,câmara,HÉLIO LEITE,HELIO LEITE DA SILVA,DEM,PA,NA,https://www.facebook.com/HelioLeite2525
204444,câmara,HELIO LOPES,HELIO FERNANDO BARBOSA LOPES,PSL,RJ,depheliolopes,NA
73482,câmara,HENRIQUE FONTANA,HENRIQUE FONTANA JÚNIOR,PT,RS,henriquefontana,https://www.facebook.com/deputadohenriquefontana
204539,câmara,HERCÍLIO COELHO DINIZ,HERCÍLIO ARAÚJO DINIZ FILHO,MDB,MG,NA,https://www.facebook.com/herciliocoelhodinizoficial/
178981,câmara,HERCULANO PASSOS,HERCULANO CASTILHO PASSOS JUNIOR,MDB,SP,herculanopassos,https://www.facebook.com/HerculanoPassos
73772,câmara,HERMES PARCIANELLO,HERMES PARCIANELLO,MDB,PR,parcianello,NA
178884,câmara,HILDO ROCHA,HILDO AUGUSTO DA ROCHA NETO,MDB,MA,hildorocha1513,https://www.facebook.com/hildorocha1
178959,câmara,HIRAN GONÇALVES,HIRAN MANUEL GONCALVES DA SILVA,PP,RR,deputadohiran,https://www.facebook.com/DeputadoHiran
141450,câmara,HUGO LEAL,HUGO LEAL MELO DA SILVA,PSD,RJ,dephugoleal,https://www.facebook.com/hugo.leal.758
160674,câmara,HUGO MOTTA,HUGO MOTTA WANDERLEY DA NÓBREGA,PRB,PB,hugomottapb,https://www.facebook.com/hugomottapb
204533,câmara,IDILVAN ALENCAR,ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,idilvan,NA
204564,câmara,IGOR KANNÁRIO,ANDERSON MACHADO DE JESUS,PHS,BA,NA,https://www.facebook.com/deputadoigorkannario/
204508,câmara,IGOR TIMO,IGOR TARCIANO TIMO,PODE,MG,oficialigortimo,NA
67138,câmara,IRACEMA PORTELLA,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,PP,PI,iracemaportela,https://www.facebook.com/iracemaportella
204436,câmara,ISNALDO BULHÕES JR.,ISNALDO BULHOES BARROS JUNIOR,MDB,AL,bulhoesjr,NA
73531,câmara,IVAN VALENTE,IVAN VALENTE,PSOL,SP,ivanvalente,https://www.facebook.com/IvanValentePSOL
74848,câmara,JANDIRA FEGHALI,JANDIRA FEGHALI,PCdoB,RJ,jandira_feghali,https://www.facebook.com/sigajandira2
108338,câmara,JAQUELINE CASSOL,DIRLAINE JAQUELINE CASSOL,PP,RO,jqcassol,NA
160672,câmara,JEAN WYLLYS,JEAN WYLLYS DE MATOS SANTOS,PSOL,RJ,jeanwyllys_real,https://www.facebook.com/jean.wyllys
74273,câmara,JEFFERSON CAMPOS,JEFFERSON ALVES DE CAMPOS,PSB,SP,DepJefferson,https://www.facebook.com/PrJeffersonCampos
160570,câmara,JERÔNIMO GOERGEN,JERÔNIMO PIZZOLOTTO GOERGEN,PP,RS,jeronimogoergen,https://www.facebook.com/depjeronimogoergen
178839,câmara,JÉSSICA SALES,JESSICA ROJAS SALES,MDB,AC,NA,https://www.facebook.com/pg/dep.jessicasales
204435,câmara,JESUS SÉRGIO,JESUS SERGIO DE MENEZES,PDT,AC,jesussergioac,https://www.facebook.com/deputadoJesusSergio12/
178842,câmara,JHC,JOAO HENRIQUE HOLANDA  CALDAS,PSB,AL,JHC_40,https://www.facebook.com/jhc
160531,câmara,JHONATAN DE JESUS,JOHNATHAN PEREIRA DE JESUS,PRB,RR,jhonatan_djesus,https://www.facebook.com/DepJhonatanJesus
74366,câmara,JOÃO CAMPOS,JOÃO CAMPOS DE ARAÚJO,PRB,GO,depjoaocampos,https://www.facebook.com/deputadojoaocampos
141458,câmara,JOÃO CARLOS BACELAR,JOÃO CARLOS PAOLILO BACELAR FILHO,PR,BA,deputadobacelar,https://www.facebook.com/joaobacelar2288
178970,câmara,JOÃO DANIEL,JOAO SOMARIVA DANIEL,PT,SE,joaodanielPT,https://www.facebook.com/deputadojoaodaniel
204429,câmara,JOÃO H. CAMPOS,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,PSB,PE,NA,https://www.facebook.com/joaocampospsb/
141459,câmara,JOÃO MAIA,JOÃO DA SILVA MAIA,PR,RN,depjoaomaia,https://www.facebook.com/joao.maia.581
112437,câmara,JOÃO MARCELO SOUZA,JOÃO MARCELO SANTOS SOUZA,MDB,MA,NA,https://www.facebook.com/deputadojoaomarcelo
204576,câmara,JOÃO ROMA,JOÃO INÁCIO RIBEIRO ROMA NETO,PRB,BA,joaoromaneto,NA
178910,câmara,JOAQUIM PASSARINHO,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PSD,PA,joaquimpassarin,https://www.facebook.com/joaquimpassarinhooficial
204468,câmara,JOENIA WAPICHANA,JOENIA BATISTA DE CARVALHO,REDE,RR,joeniac,NA
204546,câmara,JOICE HASSELMANN,JOICE CRISTINA HASSELMANN,PSL,SP,joicehasselmann,NA
205550,câmara,JORGE BRAZ,JORGE BRAZ DE OLIVEIRA,PRB,RJ,Jorge_Braz,NA
178857,câmara,JORGE SOLLA,JORGE JOSE SANTOS PEREIRA SOLLA,PT,BA,depjorgesolla,https://www.facebook.com/depjorgesolla
141464,câmara,JOSÉ AIRTON FÉLIX CIRILO,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,JoseAirtonPT,https://www.facebook.com/Joseairtoncirilo
141470,câmara,JOSÉ GUIMARÃES,JOSÉ NOBRE GUIMARÃES,PT,CE,guimaraes13PT,https://www.facebook.com/DeputadoJoseGuimaraes
204386,câmara,JOSE MARIO SCHREINER,JOSE MARIO SCHREINER,DEM,GO,SchreinerJose,NA
204472,câmara,JOSÉ MEDEIROS,JOSE ANTONIO DOS SANTOS MEDEIROS,PODE,MT,JoseMedeirosMT,NA
204391,câmara,JOSÉ NELTO,JOSÉ NELTO LAGARES DAS MERCEZ,PODE,GO,depjosenelto,NA
160619,câmara,JOSÉ NUNES,JOSÉ NUNES SOARES,PSD,BA,JoseNunesDep,https://www.facebook.com/deputadojosenunes
74079,câmara,JOSÉ PRIANTE,JOSÉ BENITO PRIANTE JÚNIOR,MDB,PA,priante,https://www.facebook.com/AgoraePriante
204555,câmara,JOSÉ RICARDO,JOSÉ RICARDO WENDLING,PT,AM,ZeRicardoAM,NA
